Tasa_Llegada,Tasa_Servicio,Utilizacion_Rho,TiempoEspera_Wq,NumClientes_L,Varianza_W
18.636260611078637,20.618101782710436,0.9038785823972556,0.7799407113032114,15.470435426292438,0.22882312258156828
15.219331245918397,28.59381870781555,0.5322594859202383,0.03575700272185514,1.055842673574341,0.00539429709807771
9.345680855385163,17.23874204612211,0.5421324149048041,0.06745965199993054,1.1768692751490695,0.014181462923531566
9.990150388649562,22.77548195002981,0.4386361794919772,0.02808383295600528,0.6904116429305559,0.003673210022805937
10.695707021561406,25.402647555694806,0.42104694001329107,0.027190946471951277,0.6980748444407565,0.004057868571637488
22.247785732278285,28.291109506432875,0.7863878836996319,0.13545347886198886,3.833935617971939,0.020488811289372508
24.02385833638589,28.288855056252046,0.8492340283342941,0.12810572900549813,3.931437934482998,0.012106616750129794
9.692896141411737,18.982098374964735,0.5106335427170466,0.048061118807506284,0.9567558661871797,0.009131946400617848
24.437130388458904,29.80973323797943,0.8197701802082717,0.10310600106384095,3.3427607013275025,0.014891506568262533
8.634978848834944,19.94741744137319,0.43288705789677945,0.05974934439632442,0.9753327098306082,0.01608223625230225
11.34175276938015,19.914825448824644,0.5695130393447426,0.06362570888526095,1.30994412910403,0.013530570249085728
18.396375841454212,22.28982741848859,0.8253260779486833,0.11858553994381245,3.0129141423100356,0.022486766161995998
14.40883333815218,21.089421845093838,0.6832256210714565,0.0844984922759866,1.887178763554724,0.015248884377889915
12.103639004581012,18.891986558413997,0.640675821314851,0.10930239978610182,1.9424949316144422,0.034396575958750196
17.935187358711946,20.294380911890087,0.8837513909184618,0.32362445242978594,6.656119939596726,0.08330731297389726
10.963164454731096,24.4746028488752,0.4479404435048857,0.04085436785710686,0.9182109882215861,0.00833153722106778
15.13957365606498,24.403213856378137,0.6203926148894536,0.04797607035819064,1.3373075232283016,0.006074513471417477
11.583425813012681,19.2678444065806,0.6011791235482762,0.07511884300880634,1.4586189755402732,0.016281022128575146
13.01029383233332,22.72620232433164,0.5724798911256697,0.057618770559860095,1.318575275594114,0.00982389783785786
13.069591735769857,15.65096919126641,0.835065967867535,0.2786994987847691,4.446516534473706,0.13757127657596133
17.647500489227298,22.530955945061173,0.7832557363415227,0.146877913232776,3.3718544026030624,0.03484875784388642
11.951972219594513,25.323402494588144,0.47197339386556625,0.04225289306855598,0.9746268627412636,0.009185515622972006
16.790146870344138,18.66467624900458,0.8995680742782552,0.46704145933746893,8.726404398915694,0.1850021417239062
13.213963807623056,28.361631761746413,0.4659098573251268,0.03501302057516675,0.9475654476515653,0.0047210349094631435
17.558637565308587,24.77341204347865,0.7087694474419691,0.07109530480801933,1.9070991112530449,0.011456623490067238
15.943931628568933,20.80659271751967,0.766292292305205,0.15332104616449702,3.2283361959396832,0.03305766790217259
15.478730375431143,20.19036406145046,0.7666394884371968,0.18284205342496496,3.6069292650878793,0.04134638252887984
20.413829330361544,29.59729389608298,0.6897194521240737,0.08209536463855509,2.3696631695347885,0.014796033507019288
20.49506572419646,22.335229458124118,0.9176116037949043,0.23283563955142642,5.682948608762311,0.061719769455736755
12.55310230502502,23.936785251386535,0.5244272433909178,0.0449398614051754,1.0860749263083112,0.0067394362427471285
19.86005595863373,27.8631881396918,0.7127704072866876,0.15442311000546055,3.807301585346612,0.03597222147331913
17.004511754819205,18.931391220009385,0.8982177568041815,0.2097062280928767,4.4309567514333565,0.036439100132212354
13.503244515644479,23.98310456116699,0.5630315491977085,0.05450815036158147,1.2979581961001692,0.010544211632164084
22.55996195770233,26.959720037313765,0.8368025308303676,0.12467063357594724,3.61367617585383,0.01916208288982707
14.693800809937315,25.252398174927293,0.5818774402395792,0.05358206062999575,1.394460804145746,0.008769165567129169
16.76634253290682,22.171725035017506,0.7562037913796265,0.1609773740801051,3.4479798618029496,0.03400147277498344
12.083371200231012,15.276613896338558,0.7909718267558696,0.29163459762434035,4.317325286881928,0.12218291725544736
16.09024534105774,28.77441465276422,0.5591858439251354,0.045824963488785175,1.293468164468837,0.006904125882029793
8.623643959439448,16.477893236283737,0.5233462698041088,0.07297457796939989,1.15138253274766,0.01718258855573968
22.948054682008653,29.95760133848413,0.7660177603247936,0.08322478636595645,2.6535736493277877,0.010764753438450082
7.458167221995453,15.275492633610344,0.48824397359109745,0.06831035031884915,1.0275658968519568,0.018603264803979527
13.973291554447762,22.30540109379487,0.6264532745091496,0.05448739635207725,1.372339055804805,0.008124990294189161
10.83218849173943,24.096264014908193,0.44953808959918556,0.02691864275581408,0.7437469006789672,0.004126696049448761
7.947221865346838,15.116013435711286,0.5257485314594708,0.06764285633181237,1.0401681081213547,0.017023652212560556
10.022203122875183,16.50991086797962,0.607041625058854,0.11075414221335185,1.7125966906737868,0.036409332532244626
